index,min,max
1,0,1017979738.0
2,0,10721211223.0
3,0,153222017.0
4,0,153222017.0
5,0,153222017.0
6,0,153222017.0
7,0,153222017.0
8,0,153222017.0
9,0,153222017.0
10,0,153222017.0
11,0,153222017.0
12,0,153222017.0
13,0,153222017.0
14,0,153222017.0
15,0,153222017.0
16,0,153222017.0
17,0,153222017.0
18,0,153222017.0
19,0,153222017.0
20,0,2091734081.0
21,0,2091734081.0
22,0,2091734081.0
23,0,2091734081.0
24,0,2091734081.0
25,0,2091734081.0
26,0,2091734081.0
27,0,2091734081.0
28,0,2091734081.0
29,0,2091734081.0
30,0,2091734081.0
31,0,2091734081.0
32,0,2091734081.0
33,0,2091734081.0
34,0,2091734081.0
35,0,2091734081.0
36,0,2091734081.0
37,0,146774095.0
38,0,146774095.0
39,0,146774095.0
40,0,146774095.0
41,0,146774095.0
42,0,146774095.0
43,0,146774095.0
44,0,146774095.0
45,0,146774095.0
46,0,146774095.0
47,0,146774095.0
48,0,146774095.0
49,0,146774095.0
50,0,146774095.0
51,0,146774095.0
52,0,146774095.0
53,0,146774095.0
54,0,146774095.0
55,0,308941.0
56,0,308941.0
57,0,308941.0
58,0,308941.0
59,0,308941.0
60,0,308941.0
61,0,308941.0
62,0,308941.0
63,0,308941.0
64,0,308941.0
65,0,308941.0
66,0,308941.0
67,0,308941.0
68,0,308941.0
69,0,308941.0
70,0,308941.0
71,0,308941.0
72,0,308941.0
73,0,15095.509976
74,0,15095.509976
75,0,15095.509976
76,0,15095.509976
77,0,15095.509976
78,0,15095.509976
79,0,15095.509976
80,0,15095.509976
81,0,15095.509976
82,0,15095.509976
83,0,15095.509976
84,0,15095.509976
85,0,15095.509976
86,0,15095.509976
87,0,15095.509976
88,0,15095.509976
89,0,15095.509976
90,0,15095.509976
91,0,2091733239.0
92,0,2091733239.0
93,0,2091733239.0
94,0,2091733239.0
95,0,2091733239.0
96,0,2091733239.0
97,0,2091733239.0
98,0,2091733239.0
99,0,2091733239.0
100,0,2091733239.0
101,0,2091733239.0
102,0,2091733239.0
103,0,2091733239.0
104,0,2091733239.0
105,0,2091733239.0
106,0,2091733239.0
107,0,2091733239.0
108,0,2091733239.0
109,0,254178.0
110,0,254178.0
111,0,254178.0
112,0,254178.0
113,0,254178.0
114,0,254178.0
115,0,254178.0
116,0,254178.0
117,0,254178.0
118,0,254178.0
119,0,254178.0
120,0,254178.0
121,0,254178.0
122,0,254178.0
123,0,254178.0
124,0,254178.0
125,0,254178.0
126,0,254178.0
127,0,15092.464502
128,0,15092.464502
129,0,15092.464502
130,0,15092.464502
131,0,15092.464502
132,0,15092.464502
133,0,15092.464502
134,0,15092.464502
135,0,15092.464502
136,0,15092.464502
137,0,15092.464502
138,0,15092.464502
139,0,15092.464502
140,0,15092.464502
141,0,15092.464502
142,0,15092.464502
143,0,15092.464502
144,0,15092.464502
145,0,1352537.0
146,0,1352537.0
147,0,1352537.0
148,0,1352537.0
149,0,1352537.0
150,0,1352537.0
151,0,1352537.0
152,0,1352537.0
153,0,1352537.0
154,0,1352537.0
155,0,1352537.0
156,0,1352537.0
157,0,1352537.0
158,0,1352537.0
159,0,1352537.0
160,0,1352537.0
161,0,1352537.0
162,0,1352537.0
163,0,291268.0
164,0,291268.0
165,0,291268.0
166,0,291268.0
167,0,291268.0
168,0,291268.0
169,0,291268.0
170,0,291268.0
171,0,291268.0
172,0,291268.0
173,0,291268.0
174,0,291268.0
175,0,291268.0
176,0,291268.0
177,0,291268.0
178,0,291268.0
179,0,291268.0
180,0,291268.0
181,0,15095.509976
182,0,15095.509976
183,0,15095.509976
184,0,15095.509976
185,0,15095.509976
186,0,15095.509976
187,0,15095.509976
188,0,15095.509976
189,0,15095.509976
190,0,15095.509976
191,0,15095.509976
192,0,15095.509976
193,0,15095.509976
194,0,15095.509976
195,0,15095.509976
196,0,15095.509976
197,0,15095.509976
198,0,15095.509976
199,0,4746315.0
200,0,4746315.0
201,0,4746315.0
202,0,4746315.0
203,0,4746315.0
204,0,4746315.0
205,0,4746315.0
206,0,4746315.0
207,0,4746315.0
208,0,4746315.0
209,0,4746315.0
210,0,4746315.0
211,0,4746315.0
212,0,4746315.0
213,0,4746315.0
214,0,4746315.0
215,0,4746315.0
216,0,4746315.0
217,0,254178.0
218,0,254178.0
219,0,254178.0
220,0,254178.0
221,0,254178.0
222,0,254178.0
223,0,254178.0
224,0,254178.0
225,0,254178.0
226,0,254178.0
227,0,254178.0
228,0,254178.0
229,0,254178.0
230,0,254178.0
231,0,254178.0
232,0,254178.0
233,0,254178.0
234,0,254178.0
235,0,15091.266033000002
236,0,15091.266033000002
237,0,15091.266033000002
238,0,15091.266033000002
239,0,15091.266033000002
240,0,15091.266033000002
241,0,15091.266033000002
242,0,15091.266033000002
243,0,15091.266033000002
244,0,15091.266033000002
245,0,15091.266033000002
246,0,15091.266033000002
247,0,15091.266033000002
248,0,15091.266033000002
249,0,15091.266033000002
250,0,15091.266033000002
251,0,15091.266033000002
252,0,15091.266033000002
253,0,1352537.0
254,0,1352537.0
255,0,1352537.0
256,0,1352537.0
257,0,1352537.0
258,0,1352537.0
259,0,1352537.0
260,0,1352537.0
261,0,1352537.0
262,0,1352537.0
263,0,1352537.0
264,0,1352537.0
265,0,1352537.0
266,0,1352537.0
267,0,1352537.0
268,0,1352537.0
269,0,1352537.0
270,0,1352537.0
271,0,291268.0
272,0,291268.0
273,0,291268.0
274,0,291268.0
275,0,291268.0
276,0,291268.0
277,0,291268.0
278,0,291268.0
279,0,291268.0
280,0,291268.0
281,0,291268.0
282,0,291268.0
283,0,291268.0
284,0,291268.0
285,0,291268.0
286,0,291268.0
287,0,291268.0
288,0,291268.0
289,0,15095.509976
290,0,15095.509976
291,0,15095.509976
292,0,15095.509976
293,0,15095.509976
294,0,15095.509976
295,0,15095.509976
296,0,15095.509976
297,0,15095.509976
298,0,15095.509976
299,0,15095.509976
300,0,15095.509976
301,0,15095.509976
302,0,15095.509976
303,0,15095.509976
304,0,15095.509976
305,0,15095.509976
306,0,15095.509976
307,0,4746315.0
308,0,4746315.0
309,0,4746315.0
310,0,4746315.0
311,0,4746315.0
312,0,4746315.0
313,0,4746315.0
314,0,4746315.0
315,0,4746315.0
316,0,4746315.0
317,0,4746315.0
318,0,4746315.0
319,0,4746315.0
320,0,4746315.0
321,0,4746315.0
322,0,4746315.0
323,0,4746315.0
324,0,4746315.0
325,0,254178.0
326,0,254178.0
327,0,254178.0
328,0,254178.0
329,0,254178.0
330,0,254178.0
331,0,254178.0
332,0,254178.0
333,0,254178.0
334,0,254178.0
335,0,254178.0
336,0,254178.0
337,0,254178.0
338,0,254178.0
339,0,254178.0
340,0,254178.0
341,0,254178.0
342,0,254178.0
343,0,15091.266033000002
344,0,15091.266033000002
345,0,15091.266033000002
346,0,15091.266033000002
347,0,15091.266033000002
348,0,15091.266033000002
349,0,15091.266033000002
350,0,15091.266033000002
351,0,15091.266033000002
352,0,15091.266033000002
353,0,15091.266033000002
354,0,15091.266033000002
355,0,15091.266033000002
356,0,15091.266033000002
357,0,15091.266033000002
358,0,15091.266033000002
359,0,15091.266033000002
360,0,15091.266033000002
